SchoolID,SchoolName,LowestGrade,HighestGrade,Address,City,State,Zip5,County,Phone,SchoolDays,HoursInSchoolDay,HasLibrary,PreSchoolEnrollment,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,TotalEnrollment,FullTimeTeacherCount,StudentTeacherRatio
A9300337,ST JOHNS LUTHERAN SCHOOL,2,13,100 BROADWAY AVE,MATTOON,IL,61938,COLES,2172344911,176,7,Yes,67,24,23,19,24,15,24,23,13,10,,,,,242,12.3,14.22
00340965,ST JOSAPHAT SCHOOL,2,13,2245 N SOUTHPORT AVE,CHICAGO,IL,60614,COOK,7735490909,175,7,Yes,64,33,32,32,34,36,40,35,36,32,,,,,374,21,14.76
00345985,ST JOSEPH,2,13,4832 HIGHLAND,DOWNERS GROVE,IL,60515,DUPAGE,6309694306,176,6,Yes,51,37,45,44,45,41,48,27,54,43,,,,,435,23.8,16.13
A1301362,ST JOSEPH ACADEMY,2,17,310 N OTTAWA ST,JOLIET,IL,60432,WILL,8157234567,186,7,Yes,4,,,3,4,4,5,1,3,2,,1,,2,29,3.4,7.35
00346694,ST JOSEPH CATHOLIC ELEMENTARY SCHOOL,2,13,PO BOX 70,MANHATTAN,IL,60442,WILL,8154783951,176,5.83,Yes,28,14,7,11,10,7,8,14,9,11,,,,,119,11.3,8.05
00347428,ST JOSEPH CATHOLIC SCHOOL,2,13,300 S 6TH ST,PEKIN,IL,61554,TAZEWELL,3093477194,176,6.75,Yes,42,13,10,10,15,11,19,17,19,17,,,,,173,14.5,9.03
00347654,ST JOSEPH CATHOLIC SCHOOL,2,13,706 HIGH ST,AURORA,IL,60505,KANE,6308443781,176,6,Yes,12,14,15,12,23,6,12,17,12,23,,,,,146,11.8,11.35
00345453,ST JOSEPH CATHOLIC SCHOOL,2,13,PO BOX 98,FREEBURG,IL,62243,ST. CLAIR,6185393930,176,7.83,Yes,21,10,5,11,9,14,8,9,5,3,,,,,95,1,74
00342248,ST JOSEPH ELEMENTARY SCHOOL,2,13,118 LINCOLN AVE,ROUND LAKE,IL,60073,LAKE,8475461720,181,6.5,Yes,9,11,15,12,9,14,12,6,4,11,,,,,103,13.3,7.06
00346231,ST JOSEPH ELEMENTARY SCHOOL,2,13,529 MADISON ST,LOCKPORT,IL,60441,WILL,8158388173,176,7.33,Yes,33,18,20,16,19,23,25,24,24,21,,,,,223,12,15.83
01601871,ST JOSEPH ELEMENTARY SCHOOL,2,13,5641 S 73RD AVE,SUMMIT,IL,60501,COOK,7084582927,183,7,Yes,30,17,17,26,17,14,15,10,18,18,,,,,182,9.9,15.35
00345307,ST JOSEPH SCHOOL,2,13,520 E CHESTNUT ST,OLNEY,IL,62450,RICHLAND,6183953081,176,7,Yes,35,26,24,28,23,28,19,16,34,18,,,,,251,15,14.4
BB000535,ST JOSEPH SCHOOL,2,13,1740 LAKE AVE,WILMETTE,IL,60091,COOK,8472567870,178,6.75,Yes,31,23,16,13,9,16,10,16,26,18,,,,,178,21.4,6.86
BB181045,ST JOSEPH'S CATHOLIC CHURCH,2,13,220 S ELLIOTT ST,OLNEY,IL,62450,RICHLAND,6183953081,176,5.66,Yes,36,26,24,28,23,28,19,16,34,18,,,,,252,14.6,14.79
A1101043,ST JUDE CATHOLIC SCHOOL,2,13,10911 N KNOXVILLE AVE,PEORIA,IL,61615,PEORIA,3092432493,166,7,Yes,63,29,27,26,28,22,19,13,24,19,,,,,270,15.3,13.52
BB941610,ST JUDE EDUCATIONAL INSTITUTE,2,4,2219 E 79TH ST,CHICAGO,IL,60649,COOK,7739781938,,6,Yes,9,14,,,,,,,,,,,,,23,2,7
00346548,ST JUDE SCHOOL,2,13,2204 MCDONOUGH ST,JOLIET,IL,60436,WILL,8157290288,175,7,Yes,14,7,11,16,18,16,19,19,26,22,,,,,168,11.1,13.87
00346286,ST JUDE SCHOOL,2,13,241 W 2ND AVE,NEW LENOX,IL,60451,WILL,8154852549,176,6.5,Yes,47,21,13,13,22,13,11,16,19,16,,,,,191,11,13.09
00348239,ST LAURENCE ELEMENTARY SCHOOL,2,13,572 STANDISH ST,ELGIN,IL,60123,KANE,8474686100,176,6.75,Yes,12,15,11,13,10,14,14,6,7,11,,,,,113,9,11.22
00344755,ST LAURENCE H.S.,14,17,5536 W 77TH ST,BURBANK,IL,60459,COOK,7084586900,176,6,Yes,,,,,,,,,,,170,160,150,170,650,39,16.66
00344766,ST LEONARD SCHOOL,2,13,3322 CLARENCE AVE,BERWYN,IL,60402,COOK,7087493666,180,6.66,Yes,22,19,20,13,17,19,23,24,18,27,,,,,202,11.1,16.21
00349017,ST LOUIS CATHOLIC SCHOOL,2,13,509 E UNION ST,NOKOMIS,IL,62075,MONTGOMERY,2175637445,182,6.25,No,5,10,4,8,10,10,10,9,10,6,,,,,82,6.1,12.62
00342124,ST LUKE PARISH SCHOOL,2,13,519 ASHLAND AVE,RIVER FOREST,IL,60305,COOK,7083668587,184,6.91,Yes,45,30,24,27,29,46,29,30,50,43,,,,,353,26.9,11.44
K9302147,ST LUKE'S CHRISTIAN ACADEMY,2,13,63 FERNWOOD RD,MONTGOMERY,IL,60538,KENDALL,6308920310,180,5.25,Yes,23,7,3,7,5,6,6,3,4,4,,,,,68,5,9
00341073,ST MALACHY ELEMENTARY SCHOOL,2,13,2252 W WASHINGTON BLVD,CHICAGO,IL,60612,COOK,3127332252,179,6.75,Yes,42,20,17,20,16,23,17,22,21,26,,,,,224,14.6,12.46
00347144,ST MALACHY SCHOOL,3,13,340 E BELLE AVE,RANTOUL,IL,61866,CHAMPAIGN,2178922011,174,7,Yes,,15,12,10,10,8,11,9,11,11,,,,,97,10.6,9.15
00347982,ST MARGARET MARY CATHOLIC SCHOOL,2,13,119 S HUBBARD ST,ALGONQUIN,IL,60102,MCHENRY,8476585313,176,6.25,Yes,47,20,19,29,28,28,31,38,38,38,,,,,316,18,14.94
00340932,ST MARGARET OF SCOTLAND SCHOOL,2,13,9833 S THROOP ST,CHICAGO,IL,60643,COOK,7732381088,180,7.25,Yes,36,19,25,20,20,23,31,28,32,18,,,,,252,10.6,20.37
00342292,ST MARIA GORETTI,2,13,10050 IVANHOE AVE,SCHILLER PARK,IL,60176,COOK,8476782560,180,7,Yes,12,12,11,17,9,25,14,19,13,18,,,,,150,11.5,12
00347417,ST MARK SCHOOL,2,13,711 N UNDERHILL ST,PEORIA,IL,61606,PEORIA,3096767131,176,6.66,Yes,30,15,15,18,12,12,20,18,18,25,,,,,183,17.1,8.94
00350259,ST MARKS LUTHERAN SCHOOL,2,13,504 N JAMES ST,STEELEVILLE,IL,62288,RANDOLPH,6189653838,183,5.83,Yes,26,12,7,5,9,6,6,5,9,8,,,,,93,9,7.44
00348206,ST MARY SCHOOL,2,13,701 IL ROUTE 35 N,EAST DUBUQUE,IL,61025,JO DAVIESS,8157473010,176,7.83,Yes,6,8,8,9,6,4,6,7,3,2,,,,,59,5,10.6
00348443,ST MARY CATHOLIC SCHOOL,2,9,507 CONNELLY ST,PARIS,IL,61944,EDGAR,2174633005,178,7,Yes,27,4,6,7,1,3,,,,,,,,,48,6.3,3.33
00347665,ST MARY CATHOLIC SCHOOL,2,13,320 LINCOLN AVE,WOODSTOCK,IL,60098,MCHENRY,8153383598,176,6,Yes,31,14,18,15,21,16,33,24,34,23,,,,,229,13.5,14.66
00345238,ST MARY CATHOLIC SCHOOL,2,13,417 CHESTNUT ST,MOUNT CARMEL,IL,62863,WABASH,6182633183,176,7,No,14,15,15,15,16,18,10,6,16,8,,,,,133,12.4,9.59
00348691,ST MARY ELEMENTARY SCHOOL,2,13,PO BOX 39,BRUSSELS,IL,62013,CALHOUN,6188832124,176,6.75,Yes,10,,6,3,7,7,6,9,9,10,,,,,67,5.6,10.17
00346275,ST MARY ELEMENTARY SCHOOL,2,13,11409 195TH ST,MOKENA,IL,60448,WILL,7083269330,176,5.66,Yes,57,39,46,39,40,47,46,52,46,54,,,,,466,22.5,18.17
00349006,ST MARY ELEMENTARY SCHOOL,2,13,408 W WASHINGTON ST,MOUNT STERLING,IL,62353,BROWN,2177732825,176,7,Yes,20,8,7,9,10,5,7,3,2,4,,,,,75,6,9.16
A9300364,ST MARY IMMACULATE PARISH SCHOOL,2,13,15629 S ROUTE 59,PLAINFIELD,IL,60544,WILL,8154363953,176,6.5,Yes,37,31,37,38,49,54,52,50,53,54,,,,,455,23.4,17.86
00346606,ST MARY NATIVITY SCHOOL,2,13,702 N BROADWAY ST,JOLIET,IL,60435,WILL,8157228518,173,8.08,Yes,16,20,9,18,24,10,19,18,18,17,,,,,169,9.8,15.61
00345996,ST MARY OF GOSTYN CATHOLIC SCHOOL,2,13,440 PRAIRIE AVE,DOWNERS GROVE,IL,60515,DUPAGE,6309686155,176,6.75,Yes,74,40,41,34,36,46,39,34,44,41,,,,,429,24.8,14.31
00340841,ST MARY OF THE LAKE SCHOOL,2,13,1026 W BUENA AVE,CHICAGO,IL,60613,COOK,7732810018,180,7,No,40,25,17,22,25,23,25,25,25,25,,,,,252,10.8,19.62
00339676,ST MARY OF THE WOODS SCHOOL,2,13,6959 N HIAWATHA,CHICAGO,IL,60646,COOK,7737637577,180,6,Yes,74,23,34,24,31,25,25,43,35,43,,,,,357,22,12.86
00343999,ST MARY SCHOOL,2,13,50 N BUFFALO GROVE RD,BUFFALO GROVE,IL,60089,LAKE,8474596270,186,6.75,Yes,77,45,41,40,50,41,40,34,38,31,,,,,437,24,15
00345577,ST MARY SCHOOL,2,13,424 E BROADWAY,CENTRALIA,IL,62801,MARION,6185323473,172,6,Yes,8,3,10,7,6,11,6,6,13,3,,,,,73,5,13
00348705,ST MARY SCHOOL,2,13,536 E 3RD ST,ALTON,IL,62002,MADISON,6184658523,176,7,Yes,41,35,36,33,34,36,34,28,38,44,,,,,359,21.3,14.92
00348148,ST MARY SCHOOL,2,13,210 GURLER RD,DEKALB,IL,60115,DEKALB,8157567905,176,6.41,Yes,25,21,14,17,18,29,22,19,21,18,,,,,204,16,11.18
00348261,ST MARY SCHOOL,2,13,103 S GIFFORD ST,ELGIN,IL,60120,KANE,8476956609,176,7,No,18,12,16,19,23,15,22,23,22,12,,,,,182,11.8,13.89
00347723,ST MARY SCHOOL,2,13,6 W 6TH ST,STERLING,IL,61081,WHITESIDE,8156252253,177,7,Yes,26,16,15,14,16,13,13,17,20,20,,,,,170,13.6,10.58
00348862,ST MARY SCHOOL,2,10,2000 RICHMOND AVE,MATTOON,IL,61938,COLES,2172350431,176,6,Yes,16,12,10,10,7,6,11,,,,,,,,72,7,8
00348782,ST MARY SCHOOL,2,11,422 S WASHINGTON ST,TAYLORVILLE,IL,62568,CHRISTIAN,2178246501,176,6.66,Yes,28,23,18,17,28,26,21,15,,,,,,,176,8.9,16.62
A1101044,ST MARY SCHOOL,3,13,817 N CENTER ST,PLANO,IL,60545,KENDALL,6305523345,176,7.25,Yes,,18,34,22,17,27,17,26,26,24,,,,,211,13.9,15.17
00340808,ST MARY STAR OF THE SEA SCHOOL,2,13,6424 S KENNETH AVE,CHICAGO,IL,60629,COOK,7737676160,182,7,Yes,39,13,20,21,30,17,26,27,25,9,,,,,227,12.8,14.68
A1501624,ST MARY'S - METAMORA,2,13,400 W CHATHAM ST,METAMORA,IL,61548,WOODFORD,3093672528,174,7,Yes,29,22,9,8,7,14,7,6,9,10,,,,,121,11.6,7.93
00347698,ST MARY'S CATHOLIC SCHOOL,2,13,222 WATERMAN ST,SYCAMORE,IL,60178,DEKALB,8158955215,185,6.5,Yes,35,13,19,11,10,18,19,19,17,21,,,,,182,12.4,11.85
00346967,ST MARYS OF KICKAPOO,2,13,9910 W KNOX ST,EDWARDS,IL,61528,PEORIA,3096913015,174,7.25,Yes,19,12,12,7,4,4,7,7,7,9,,,,,88,6.6,10.45
00346898,ST MARYS SCHOOL,2,13,603 W JACKSON ST,BLOOMINGTON,IL,61701,MCLEAN,3098285954,180,7.25,Yes,18,18,12,14,13,16,7,12,16,16,,,,,142,17.6,7.04
00347406,ST MARYS SCHOOL,3,13,414 N MAIN ST,PONTIAC,IL,61764,LIVINGSTON,8158446585,174,6.25,Yes,,16,11,14,17,15,20,12,19,30,,,,,154,11.3,13.62
00348603,ST MARYS SCHOOL,2,13,1802 MADISON AVE,EDWARDSVILLE,IL,62025,MADISON,6186561230,176,6.75,Yes,36,13,19,13,19,19,21,14,14,7,,,,,175,10.4,13.36
00345566,ST MARYS SCHOOL,2,13,835 SWANWICK ST,CHESTER,IL,62233,RANDOLPH,6188263120,176,6.83,Yes,22,4,6,10,6,7,5,6,6,7,,,,,79,6.6,8.63
00349582,ST MATTHEW LUTHERAN SCHOOL,2,3,24480 N OLD MCHENRY RD,HAWTHORN WOODS,IL,60047,LAKE,8474386103,180,6.75,Yes,30,8,,,,,,,,,,,,,38,2,4
00346038,ST MATTHEW SCHOOL,2,13,1555 GLEN ELLYN RD 1,GLENDALE HEIGHTS,IL,60139,DUPAGE,6308583112,,7.5,Yes,33,28,26,22,26,23,27,23,34,34,,,,,276,13,18.69
A9901801,ST MATTHEW SCHOOL,2,13,1307 LINCOLNSHIRE DR,CHAMPAIGN,IL,61821,CHAMPAIGN,2173594114,174,6.5,Yes,24,36,46,33,42,41,53,46,38,52,,,,,411,24,16.12
00340783,ST MATTHIAS SCHOOL,2,13,4910 N CLAREMONT AVE 1,CHICAGO,IL,60625,COOK,7737840999,183,7.5,No,78,25,36,23,23,24,40,25,25,17,,,,,316,21,11.33
00346388,ST MICHAEL CATHOLIC SCHOOL,2,13,314 W WILLOW AVE,WHEATON,IL,60187,DUPAGE,6304625009,175,6.53,Yes,57,67,48,54,57,58,45,65,53,64,,,,,568,27.5,18.58
00342011,ST MICHAEL SCHOOL,2,13,14355 HIGHLAND AVE,ORLAND PARK,IL,60462,COOK,7083490068,180,6.5,No,100,49,54,62,56,52,52,55,58,59,,,,,597,34.6,14.36
00347111,ST MICHAEL THE ARCHANGEL CATHOLIC SCHOOL,2,13,410 S PARK ST,STREATOR,IL,61364,LASALLE,8156723847,176,7.16,Yes,28,14,20,20,16,15,17,18,19,18,,,,,185,12.3,12.76
00348476,ST MICHAEL THE ARCHANGEL SCHOOL,2,13,PO BOX 8,SIGEL,IL,62462,SHELBY,2178442231,172,7.25,Yes,15,13,22,18,19,17,19,14,11,14,,,,,162,9,16.33
00340772,ST MICHAEL THE ARCHANGEL SCHOOL,2,13,8231 S S SHORE DR,CHICAGO,IL,60617,COOK,7732210212,178,7.5,No,15,5,6,10,5,8,5,7,10,7,,,,,78,6.5,9.69
A1501640,ST NICHOLAS TOLENTINE SCHOOL,2,13,3741 W 62ND ST,CHICAGO,IL,60629,COOK,7737350772,178,7.25,,41,31,37,39,44,42,42,41,39,33,,,,,389,19,18.31
00343183,ST NICHOLAS UKRAINIAN CATHEDRAL SCHOOL,2,13,2200 W RICE ST,CHICAGO,IL,60622,COOK,7733847243,178,7.5,Yes,43,22,16,14,10,16,12,12,9,13,,,,,167,9,13.77
00341834,ST NORBERT SCHOOL,2,13,1817 WALTERS AVE,NORTHBROOK,IL,60062,COOK,8472720051,180,6,No,56,11,10,9,7,15,16,12,,13,,,,,149,17.9,5.19
00348341,ST NORBERT SCHOOL,2,13,401 VINEYARD,HARDIN,IL,62047,CALHOUN,6185762514,176,6.5,No,48,8,4,2,8,7,3,2,5,5,,,,,92,4,11
00344019,ST ODILO ELEMENTARY SCHOOL,2,13,6617 23RD ST,BERWYN,IL,60402,COOK,7084840755,180,7.08,Yes,20,28,21,23,23,26,22,20,17,18,,,,,218,11,18
00342725,ST PATRICIA ELEMENTARY SCHOOL,2,13,9000 S 86TH AVE,HICKORY HILLS,IL,60457,COOK,7085988200,180,6.58,Yes,25,19,15,14,21,18,15,20,12,22,,,,,181,11.6,13.44
00348807,ST PATRICK CATHOLIC SCHOOL,2,9,1800 S GRAND AVE E,SPRINGFIELD,IL,62703,SANGAMON,2175237670,176,7,Yes,15,8,12,6,7,4,,,,,,,,,52,4.8,7.7
00342408,ST PATRICK SCHOOL,2,13,15020 W WADSWORTH RD,WADSWORTH,IL,60083,LAKE,8476238446,180,7,Yes,52,38,58,55,48,40,48,53,56,51,,,,,499,26.6,16.8
00348738,ST PATRICK SCHOOL,2,13,412 N JACKSON ST,DECATUR,IL,62523,MACON,2174234351,186,5.73,Yes,25,18,15,10,13,13,22,10,7,16,,,,,149,13.3,9.32
00348272,ST PATRICK SCHOOL,2,13,787 CRANE RD,SAINT CHARLES,IL,60175,KANE,6303388100,176,5.5,Yes,176,41,45,64,51,66,66,61,52,57,,,,,679,26.9,18.69
00347086,ST PATRICK SCHOOL,2,13,100 HARVEY ST,WASHINGTON,IL,61571,TAZEWELL,3094444345,176,7.5,Yes,34,27,25,25,25,24,29,16,25,33,,,,,263,20.4,11.22
00348975,ST PAUL CATHOLIC SCHOOL,2,13,1416 MAIN ST,HIGHLAND,IL,62249,MADISON,6186547525,176,6.16,Yes,56,26,21,19,16,17,26,15,13,21,,,,,230,19.3,9.01
K9302085,ST PAUL CHRISTIAN DAYCARE & KINDERGARTEN,2,4,545 S ARDMORE AVE,VILLA PARK,IL,60181,DUPAGE,6308320420,201,7,No,35,30,,,,,,,,,,,,,115,1,80
00347042,ST PAUL ELEMENTARY SCHOOL,2,11,322 W WASHINGTON ST,MACOMB,IL,61455,MCDONOUGH,3098332470,176,6.5,Yes,30,20,16,18,23,14,17,12,,,,,,,150,9.5,12.63
00349527,ST PAUL LUTHERAN SCHOOL,2,13,18 S SCHOOL ST,MOUNT PROSPECT,IL,60056,COOK,8472556733,176,6.75,Yes,64,32,23,16,12,19,22,23,18,22,,,,,251,13.4,13.95
00350281,ST PAUL LUTHERAN SCHOOL,2,13,112 N BORDER ST,TROY,IL,62294,MADISON,6186676314,176,5.25,No,43,7,5,7,4,9,5,3,4,3,,,,,90,7.1,6.61
00350113,ST PAUL LUTHERAN SCHOOL,2,13,1415 10TH AVE,ROCHELLE,IL,61068,OGLE,8155626323,180,7,Yes,60,10,17,11,10,12,16,13,8,8,,,,,165,9.3,11.29
00349946,ST PAUL LUTHERAN SCHOOL,2,13,7621 S DORCHESTER AVE,CHICAGO,IL,60619,COOK,7737211438,180,6.5,Yes,16,7,7,8,5,10,7,3,2,7,,,,,144,5.8,22.06
00350419,ST PAUL LUTHERAN SCHOOL,2,13,4660 W 94TH ST,OAK LAWN,IL,60453,COOK,7084231058,175,6.75,Yes,10,6,7,2,10,6,7,10,8,6,,,,,72,9.6,6.45
00350372,ST PAUL LUTHERAN SCHOOL,3,13,9035 GRANT AVE,BROOKFIELD,IL,60513,COOK,7084856987,173,,Yes,,4,3,4,1,6,4,6,,2,,,,,30,3.4,8.82
00351434,ST PAUL LUTHERAN SCHOOL,2,13,85 S CONSTITUTION DR,AURORA,IL,60506,KANE,6308963350,175,6,Yes,36,17,15,15,15,11,15,9,11,9,,,,,153,8.1,14.44
00351591,ST PAUL LUTHERAN SCHOOL,2,13,5650 N CANFIELD AVE,CHICAGO,IL,60631,COOK,7088675044,177,7,Yes,8,2,3,2,4,4,,2,3,11,,,,,39,6.9,4.49
00351252,ST PAUL LUTHERAN SCHOOL,2,13,846 N MENARD AVE,CHICAGO,IL,60651,COOK,7733786644,180,6.5,No,16,7,6,8,12,9,10,7,14,7,,,,,96,6,13.33
00342088,ST PAUL OF THE CROSS SCHOOL,2,13,140 S NW HWY,PARK RIDGE,IL,60068,COOK,8478256366,180,7,Yes,71,50,50,45,50,65,50,50,50,81,,,,,562,40.9,12
00347348,ST PAUL SCHOOL,2,13,300 S W ST,ODELL,IL,60460,LIVINGSTON,8159982194,174,6.25,No,9,3,7,2,8,2,11,2,5,4,,,,,53,5,8.8
00346151,ST PAUL THE APOSTLE SCHOOL,2,13,130 WOODLAWN AVE,JOLIET,IL,60435,WILL,8157253390,176,5.5,Yes,25,25,22,22,14,21,24,39,33,34,,,,,259,16.5,14.18
00351274,ST PAUL'S LUTHERAN SCHOOL,2,13,1780 CAREER CENTER RD,BOURBONNAIS,IL,60914,KANKAKEE,8159320312,176,6.75,Yes,42,20,19,18,19,11,13,15,12,7,,,,,176,13.5,9.92
00351285,ST PAUL'S LUTHERAN SCHOOL,2,13,108 W WOODWORTH RD,MILFORD,IL,60953,IROQUOIS,8158894209,180,7,Yes,20,3,8,4,4,6,6,1,7,3,,,,,62,5.6,7.5
00351933,ST PAULS LUTHERAN SCHOOL,2,13,153 19TH AVE,MOLINE,IL,61265,ROCK ISLAND,3097624494,176,6.75,Yes,21,8,9,7,3,7,6,3,2,1,,,,,67,3,15.33
00347756,ST PETER CATHEDRAL,2,13,1231 N CT ST,ROCKFORD,IL,61103,WINNEBAGO,8159633620,176,6.91,Yes,4,10,10,15,17,15,21,13,17,6,,,,,128,11.8,10.5
00347734,ST PETER CATHOLIC SCHOOL,2,13,320 ELMWOOD AVE,SOUTH BELOIT,IL,61080,WINNEBAGO,7794750560,176,7,Yes,15,9,8,13,10,10,10,8,7,8,,,,,98,8,10.37
00349731,ST PETER LUTHERAN SCHOOL,2,13,208 E SCHAUMBURG RD,SCHAUMBURG,IL,60194,COOK,8478853350,174,6.5,Yes,132,11,24,12,11,9,22,18,15,16,,,,,270,12.8,10.78
00349866,ST PETER LUTHERAN SCHOOL,2,13,111 W OLIVE ST,ARLINGTON HEIGHTS,IL,60004,COOK,2243873825,176,6.5,Yes,234,62,22,32,29,29,31,30,23,27,,,,,519,34.5,8.26
00349083,ST PETER SCHOOL,2,13,2500 MAINE ST,QUINCY,IL,62301,ADAMS,2172231120,176,6.8,No,67,43,45,44,39,31,47,36,47,32,,,,,431,23.4,15.55
00350714,ST PETERS LUTHERAN SCHOOL,2,13,701 E 3RD ST,SAINT PETER,IL,62880,FAYETTE,6183498888,176,7,Yes,27,7,13,6,4,3,11,8,5,10,,,,,94,5.1,13.13
00351365,ST PETERS LUTHERAN SCHOOL,2,13,7182 RENKEN RD,DORSEY,IL,62021,MADISON,6188882252,137,6.75,Yes,9,6,5,1,3,6,4,3,1,1,,,,,39,2,15
00346027,ST PETRONVILLE SCHOOL,3,13,425 PROSPECT,GLEN ELLYN,IL,60137,DUPAGE,6304695041,176,7,Yes,,58,39,51,53,57,56,52,62,61,,,,,489,29.9,16.35
00351004,ST PHILIP LUTHERAN SCHOOL,2,13,2500 W BRYN MAWR AVE,CHICAGO,IL,60659,COOK,7735619830,173,6.5,Yes,38,8,5,8,6,7,7,8,6,4,,,,,97,9.6,6.14
00340626,ST PHILIP NERI ELEMENTARY SCHOOL,2,13,2110 E 72ND ST,CHICAGO,IL,60649,COOK,7732881138,180,6.5,Yes,31,19,18,11,9,10,10,9,5,7,,,,,129,6.1,16.06
00345963,ST PHILIP THE APOSTLE SCHOOL,2,13,1233 W HOLTZ AVE,ADDISON,IL,60101,DUPAGE,6305434130,165,7.25,Yes,37,17,25,17,21,23,19,25,19,26,,,,,229,14.4,13.33
00347188,ST PHILOMENA SCHOOL,2,13,3216 N EMERY AVE,PEORIA,IL,61604,PEORIA,3096853194,174,6.83,Yes,38,47,45,49,47,46,39,44,53,41,,,,,449,25.9,15.86
00340604,ST PIUS V SCHOOL,2,13,1919 S ASHLAND AVE,CHICAGO,IL,60608,COOK,3122261590,180,6.75,Yes,13,17,14,11,15,18,26,19,20,28,,,,,181,10.3,16.31
00346264,ST PIUS X ELEMENTARY SCHOOL,2,13,601 WESTMORE MEYERS RD,LOMBARD,IL,60148,DUPAGE,6306272353,174,5.66,No,74,43,40,41,41,45,54,27,40,44,,,,,449,22,17.04
00343219,ST PROCOPIUS SCHOOL,2,13,1625 S ALLPORT ST,CHICAGO,IL,60608,COOK,3124215135,180,7.08,Yes,50,31,22,28,24,14,24,18,13,17,,,,,241,13.4,14.25
00346752,ST RAPHAEL CATHOLIC SCHOOL,2,13,1215 MODAFF RD,NAPERVILLE,IL,60540,DUPAGE,6303551880,176,6.75,Yes,30,35,26,31,24,24,28,19,26,25,,,,,268,31.9,7.46
00341732,ST RAYMOND SCHOOL,2,13,300 S ELMHURST AVE,MOUNT PROSPECT,IL,60056,COOK,8472538555,180,7.25,Yes,112,67,39,45,34,34,56,41,48,46,,,,,522,33.3,12.31
00339825,ST RITA OF CASCIA HIGH SCHOOL,14,17,7740 S WESTERN AVE,CHICAGO,IL,60620,COOK,7739256600,176,6.28,Yes,,,,,,,,,,,152,147,156,117,572,38.4,14.89
00348104,ST RITA OF CASCIA SCHOOL,2,13,770 OLD INDIAN TRL,AURORA,IL,60506,KANE,6308920200,176,6.75,Yes,14,12,14,19,24,20,24,29,24,15,,,,,195,12.3,14.71
00347745,ST RITA SCHOOL,2,13,6284 VALLEY KNOLL DR,ROCKFORD,IL,61109,WINNEBAGO,8153983466,177,6.5,Yes,32,26,18,23,30,23,30,26,25,28,,,,,261,13.4,17.08
00346399,ST ROSE SCHOOL,2,13,626 S KANKAKEE ST,WILMINGTON,IL,60481,WILL,8154766220,176,6.91,Yes,23,6,6,15,8,12,7,7,4,7,,,,,95,9.8,7.34
00339858,ST SABINA ACADEMY,2,13,7801 S THROOP ST,CHICAGO,IL,60620,COOK,7734835000,180,8,No,20,17,15,18,28,21,28,29,18,23,,,,,217,14,14.07
A0700875,ST SAVA ACADEMY,2,13,5701 N REDWOOD DR,CHICAGO,IL,60631,COOK,7737140299,176,7,Yes,65,21,20,12,8,9,5,1,2,2,,,,,145,12.3,6.5
01605446,ST SCHOLASTICA PARISH SCHOOL,3,13,7720 JANES AVE,WOODRIDGE,IL,60517,DUPAGE,6309852515,185,6.66,Yes,,21,20,31,26,31,28,31,18,27,,,,,233,12,19.41
00340025,ST SYLVESTER ELEMENTARY SCHOOL,2,13,3027 W PALMER BLVD,CHICAGO,IL,60647,COOK,7737725222,180,6.75,No,60,25,22,25,31,26,29,18,21,21,,,,,278,11,19.81
00345646,ST TERESA CATHOLIC SCHOOL,2,13,1108 LEBANON AVE,BELLEVILLE,IL,62221,ST. CLAIR,6182354066,176,7,Yes,66,21,28,22,26,30,25,23,29,19,,,,,289,17.3,12.89
00342929,ST THECLA ELEMENTARY SCHOOL,2,13,6323 N NEWCASTLE AVE,CHICAGO,IL,60631,COOK,7737633380,180,7,No,45,18,26,9,14,14,21,16,21,16,,,,,200,12.6,12.3
00342033,ST THERESA ELEMENTARY SCHOOL,2,13,445 N BENTON ST,PALATINE,IL,60067,COOK,8473591820,180,6.75,Yes,66,33,37,31,40,29,28,23,34,40,,,,,361,24,12.29
00339971,ST THERESE CHINESE CATHOLIC SCHOOL,2,13,247 W 23RD ST,CHICAGO,IL,60616,COOK,3123262837,180,7.66,Yes,50,29,23,28,27,35,25,26,29,31,,,,,303,14.3,17.69
00348115,ST THERESE OF JESUS SCHOOL,2,13,255 N FARNSWORTH AVE,AURORA,IL,60505,KANE,6308980620,,6.75,Yes,19,9,14,17,10,21,8,10,10,11,,,,,129,6,18.33
00347155,ST THOMAS CATHOLIC ELEMENTARY SCHOOL,2,13,311 E MADISON ST,PHILO,IL,61864,CHAMPAIGN,2176842309,174,6.5,Yes,36,14,19,10,14,10,18,7,12,12,,,,,152,11.4,10.17
00347971,ST THOMAS MORE ELEMENTARY SCHOOL,2,13,1625 W HIGHLAND AVE,ELGIN,IL,60123,KANE,8477423959,176,7,Yes,14,16,21,22,20,17,14,25,19,13,,,,,181,13.1,12.74
BB021005,ST THOMAS OF CANTERBURY SCHOOL,2,13,5525 N MAGNOLIA AVE,CHICAGO,IL,60640,COOK,7732718655,180,7.75,Yes,19,24,21,25,23,26,25,27,28,21,,,,,239,12,18.33
